PlayerID,GameID,AchievementID,GainTime
98,129,1739,2022/2/1
98,187,2430,2020/12/23
98,92,6241,2023/4/26
99,19,7355,2023/3/30
99,193,2405,2023/12/10
99,7,9253,2018/6/27
99,169,4208,2021/3/3
99,157,4262,2021/10/5
99,27,2541,2024/5/26
99,81,3703,2024/8/22
99,101,4045,2025/8/19
99,146,3765,2019/5/6
99,151,3682,2022/12/27
99,77,1756,2022/9/25
99,185,6221,2019/5/14
100,196,9055,2022/12/23
100,69,9085,2024/6/27
100,30,5836,2019/8/4
100,49,5155,2020/11/16
100,39,1927,2021/11/26
100,127,7534,2020/10/3
100,85,1623,2017/3/24
100,83,1232,2024/2/26
100,81,4486,2023/6/23
100,123,6747,2024/11/5
73,196,5047,2024/5/18
73,72,1666,2023/11/12
73,10,2468,2023/8/14
73,127,3307,2023/6/25
73,150,3352,2023/12/15
73,39,1355,2024/4/11
73,38,1851,2024/2/23
79,38,1851,2024/4/5
73,136,4771,2024/7/29
73,106,1802,2024/8/24
73,82,45,2024/5/5
73,75,2071,2023/4/13
73,53,336,2023/10/17
73,188,2001,2024/11/27
73,19,3927,2023/3/3
74,25,68,2024/8/22
74,3,1255,2022/8/25
74,159,2199,2024/12/7
85,159,2199,2024/4/6
74,24,96,2022/8/24
74,112,1460,2023/9/14
74,18,3665,2024/12/25
74,142,3390,2022/10/26
74,112,1451,2021/12/23
74,150,3337,2022/4/14
74,52,609,2022/11/20
74,7,2871,2023/8/1
74,193,921,2024/1/13
74,173,3459,2022/10/28
75,14,1285,2021/4/12
75,10,2501,2023/1/3
75,19,5163,2021/12/28
98,19,5163,2016/4/4
75,31,91,2021/7/19
75,114,1575,2021/6/16
75,23,720,2021/3/11
75,140,2147,2024/6/22
75,43,2742,2021/2/15
75,117,4984,2022/5/3
80,117,4984,2023/11/14
82,117,4984,2023/12/9
75,189,2268,2024/8/21
75,199,4260,2023/10/15
75,87,1747,2022/3/11
75,82,23,2024/6/25
75,60,975,2021/4/20
76,77,4204,2024/12/16
76,23,2436,2024/12/7
76,41,1886,2024/12/8
76,18,3660,2024/12/17
76,6,4590,2024/12/17
76,54,4695,2024/12/22
76,68,4462,2024/12/7
76,90,443,2024/12/26
76,9,3722,2024/12/29
76,145,1004,2024/12/14
76,102,3199,2024/12/6
76,58,3433,2024/12/11
77,54,4697,2024/3/31
98,54,4697,2024/8/6
77,82,557,2023/2/22
77,160,4339,2024/7/14
77,5,4557,2022/8/26
77,163,1182,2022/12/23
77,29,1883,2024/3/15
77,48,2766,2023/10/23
77,54,286,2024/1/22
77,48,2770,2024/10/29
77,161,5171,2023/10/2
77,22,938,2023/3/1
77,50,4077,2023/5/27
77,23,2370,2022/11/25
77,95,3759,2022/8/12
77,128,4829,2023/8/14
77,23,2382,2022/12/29
83,23,2382,2021/6/21
77,96,4315,2024/11/21
78,28,410,2021/3/1
78,42,4137,2023/6/5
78,199,4263,2021/11/24
78,202,4229,2024/10/19
78,144,5015,2021/1/31
78,181,2351,2023/3/12
78,120,1494,2022/5/5
78,69,2851,2024/9/24
78,109,4431,2021/9/2
78,20,3897,2024/10/8
79,6,4606,2024/8/17
79,157,2680,2024/2/21
79,11,3530,2024/6/12
79,183,2296,2024/1/19
79,199,4262,2024/2/14
79,53,3244,2023/11/21
79,167,530,2023/11/9
79,72,1671,2024/1/22
79,120,1496,2024/11/21
79,177,3207,2024/10/12
79,112,1457,2024/8/11
79,154,2228,2024/3/11
80,35,4667,2023/6/4
80,154,2224,2023/6/10
93,154,2224,2018/12/12
80,4,1040,2023/3/21
80,55,508,2023/10/7
80,88,3958,2024/4/3
80,30,189,2024/10/21
80,35,4676,2024/1/27
80,174,667,2024/8/30
80,166,2255,2024/1/17
81,167,533,2021/7/18
81,31,79,2020/4/17
87,31,79,2023/10/16
81,125,1060,2019/5/27
81,126,3836,2022/10/3
89,126,3836,2021/6/16
81,97,3102,2022/11/22
98,97,3102,2019/4/2
81,21,4936,2019/11/11
81,206,2898,2023/3/11
81,56,2514,2023/4/20
81,172,1985,2017/12/26
81,131,4279,2022/10/13
81,167,2983,2021/10/11
81,98,887,2018/6/20
81,42,4133,2018/9/23
81,66,1688,2022/1/5
81,192,4481,2022/8/23
81,87,2082,2018/3/2
81,157,2664,2022/2/2
81,141,5212,2018/3/29
81,23,2374,2023/2/19
81,202,4227,2019/6/17
82,87,2181,2024/3/9
82,144,5002,2024/10/8
82,66,600,2024/8/10
82,193,932,2024/6/29
82,30,173,2023/11/18
82,203,2284,2024/8/10
82,2,1839,2024/8/7
82,37,3578,2024/9/17
82,7,2883,2024/4/29
82,105,4061,2024/4/7
82,95,3761,2024/6/10
83,70,3038,2022/3/20
83,111,2683,2022/5/26
83,85,1637,2019/4/2
83,79,4103,2020/2/8
83,83,3638,2020/9/13
83,14,1932,2021/3/10
83,202,4225,2020/4/14
83,62,3875,2023/10/27
83,26,127,2022/7/20
83,56,2529,2019/3/25
83,72,1665,2023/7/14
95,72,1665,2020/11/14
83,191,3080,2019/12/18
83,167,547,2024/8/2
83,8,3504,2022/5/22
83,103,1202,2019/9/21
83,172,1982,2020/8/27
83,82,568,2023/11/14
84,93,5142,2017/12/30
84,125,1328,2024/4/11
84,161,5174,2021/4/23
84,113,2210,2024/1/30
84,80,223,2022/2/14
84,200,1733,2018/10/8
84,67,4619,2019/8/14
84,157,632,2024/3/19
84,61,4174,2023/2/28
84,180,4803,2017/10/3
84,67,4629,2024/1/28
84,191,3088,2021/1/21
92,191,3088,2019/11/23
84,62,3885,2017/7/14
84,50,2645,2018/4/5
92,50,2645,2021/2/4
84,11,3523,2019/11/19
100,11,3523,2021/7/22
85,59,1624,2023/9/29
85,82,7,2022/5/15
85,192,4480,2024/1/10
85,7,2878,2024/7/3
85,125,1126,2023/1/16
85,22,470,2022/9/1
85,15,2780,2022/4/22
85,190,3289,2024/6/15
85,159,2183,2022/4/16
96,159,2183,2017/8/20
85,65,2958,2024/1/22
85,115,2136,2022/11/23
85,103,1913,2023/3/9
85,98,906,2024/4/25
85,69,2854,2024/9/20
85,183,2302,2022/7/1
85,122,2326,2023/1/2
85,146,1151,2024/9/5
86,160,4341,2022/9/21
86,124,3316,2023/3/14
86,55,496,2022/8/3
90,55,496,2023/4/5
86,101,4949,2022/9/17
86,52,613,2024/7/26
86,6,4592,2024/11/20
86,32,202,2022/10/21
86,122,2324,2024/10/22
86,65,1778,2022/6/10
86,43,2743,2022/8/26
86,97,3107,2022/10/5
86,161,2541,2024/1/20
86,18,3666,2024/8/8
86,192,4473,2023/2/3
86,116,4839,2023/4/15
86,8,3496,2024/5/4
86,75,2074,2023/7/16
87,63,3258,2024/11/25
87,107,5236,2023/5/29
87,160,4346,2024/3/29
87,50,2643,2022/9/30
87,124,3324,2022/7/15
87,97,3094,2024/4/14
93,97,3094,2021/10/20
87,203,2282,2024/4/17
87,115,3933,2024/5/21
87,18,3044,2022/7/9
87,14,1299,2024/7/1
87,90,452,2023/6/13
88,11,3524,2021/1/5
88,108,4394,2022/6/27
88,103,1206,2024/3/11
88,52,616,2023/6/2
88,97,3117,2022/9/27
88,186,3624,2024/2/10
88,63,3264,2021/8/7
88,66,1708,2022/4/26
88,8,3498,2024/3/2
88,204,5071,2022/2/25
88,162,2591,2021/2/18
93,162,2591,2023/5/11
88,89,3438,2024/10/30
88,138,876,2020/11/10
88,10,2471,2021/1/4
89,41,1893,2023/7/27
89,106,1790,2020/2/8
90,106,1790,2024/7/22
89,90,433,2021/1/14
89,31,219,2022/9/25
89,28,413,2020/12/21
89,202,4230,2019/2/19
89,94,3386,2021/5/10
89,25,762,2020/12/18
89,138,867,2022/8/12
89,160,4337,2024/4/3
89,87,2169,2019/8/11
89,22,472,2019/11/9
89,96,4304,2018/10/12
89,72,1677,2019/9/1
90,72,1677,2023/4/12
89,7,2869,2021/10/27
89,75,2076,2019/8/22
89,6,4599,2019/11/18
90,59,3795,2024/10/12
90,17,778,2024/4/23
90,87,2160,2022/3/25
90,164,4008,2024/8/1
90,164,3996,2024/7/5
90,18,3042,2022/5/30
90,35,4689,2024/3/7
90,205,3153,2023/10/20
90,41,1901,2021/12/26
90,26,129,2022/3/21
90,24,251,2024/3/7
91,101,4862,2024/6/26
91,58,3422,2024/4/17
91,180,4795,2024/5/23
91,111,2700,2024/11/10
91,2,1263,2024/10/27
91,119,918,2022/8/17
91,50,984,2022/10/10
91,134,2920,2024/10/2
91,14,1931,2024/1/12
91,52,611,2022/11/15
91,136,4782,2022/10/31
91,199,4257,2023/9/14
91,116,4848,2022/11/24
92,55,499,2023/1/29
92,104,3742,2023/3/7
92,8,3492,2020/12/21
92,87,2176,2019/7/15
92,146,1150,2024/2/23
92,1,4521,2023/12/20
92,68,5103,2019/10/18
92,148,4761,2018/7/7
92,81,357,2020/8/21
92,113,2207,2023/12/21
92,8,3489,2022/3/27
92,83,3653,2022/4/7
92,31,77,2023/5/27
92,3,1400,2019/2/25
92,22,462,2021/6/26
93,52,4496,2024/9/20
93,101,4024,2019/8/4
93,87,1737,2020/3/14
93,131,4285,2022/3/7
93,87,2085,2018/5/3
93,75,2058,2022/4/29
93,109,4419,2021/6/13
93,8,3501,2019/9/4
93,147,1607,2022/8/25
93,106,1797,2021/5/30
93,42,4121,2020/5/28
93,97,3097,2017/12/21
93,135,3017,2021/2/3
93,5,3065,2021/4/16
94,43,2751,2025/1/13
94,13,3674,2025/1/13
94,12,2421,2025/1/13
94,81,353,2025/1/13
94,31,83,2025/1/13
94,138,878,2025/1/13
94,27,486,2025/1/13
94,71,1368,2025/1/13
94,6,4604,2025/1/13
94,19,5152,2025/1/13
94,51,1069,2025/1/13
94,181,2349,2025/1/13
94,145,1028,2025/1/13
94,136,4790,2025/1/13
94,5,3069,2025/1/13
94,188,1998,2025/1/13
94,48,2771,2025/1/13
94,36,1232,2025/1/13
94,132,2456,2025/1/13
94,193,922,2025/1/13
95,125,1054,2024/3/18
95,81,300,2021/5/29
95,41,1896,2022/9/21
95,81,303,2021/7/18
95,42,1161,2023/7/2
95,64,1586,2024/5/9
95,98,889,2024/5/30
95,6,4588,2020/3/26
95,68,4464,2024/2/24
95,42,4113,2023/6/2
95,72,1680,2021/2/20
95,140,2150,2023/7/17
95,33,729,2024/6/25
96,176,5066,2020/2/26
96,108,4371,2023/8/2
96,11,3525,2024/4/18
96,74,1315,2021/6/1
96,17,774,2020/12/14
96,124,3327,2016/3/26
96,63,3271,2022/3/20
96,47,4581,2023/4/4
96,17,795,2022/2/18
96,76,2624,2024/11/13
96,66,599,2024/2/7
96,161,2537,2021/12/27
96,105,4041,2023/7/2
96,59,1630,2017/12/9
97,150,3336,2023/2/20
97,108,4396,2023/1/2
97,169,3588,2023/11/1
97,33,733,2022/9/4
97,115,3937,2022/12/14
97,197,3555,2024/9/30
97,5,4546,2022/2/22
97,93,5129,2022/5/7
100,93,5129,2022/11/28
97,26,157,2022/2/23
97,60,969,2024/8/9
97,180,4801,2022/6/27
97,117,4982,2023/7/28
98,49,1556,2019/3/21
98,154,2237,2023/9/17
98,99,4959,2023/9/24
98,30,175,2021/5/27
98,101,4860,2021/2/24
98,10,2472,2018/1/21
98,40,4195,2016/9/14
98,157,635,2021/4/15
98,187,1719,2017/7/14
98,27,483,2022/2/6
98,16,1517,2019/11/27
98,62,3882,2024/11/22
98,10,2496,2017/5/22
98,37,3566,2023/6/6
98,56,2523,2022/3/2
98,48,2763,2024/12/12
99,154,2225,2024/10/27
99,81,365,2024/5/11
99,88,3971,2023/12/29
99,97,3112,2020/6/2
99,169,3593,2021/11/8
99,14,1934,2021/8/8
99,42,4128,2017/9/15
99,167,2984,2023/7/4
99,86,1542,2022/11/21
99,29,1876,2021/3/2
99,53,318,2017/2/3
99,28,4907,2024/11/16
99,155,3129,2023/5/19
99,21,4930,2024/10/12
99,97,3095,2022/11/23
99,73,2910,2020/6/17
99,63,3257,2021/1/23
99,165,2935,2018/6/4
99,59,3800,2023/5/17
99,176,5067,2022/10/25
100,88,3981,2019/6/24
100,108,4374,2019/10/31
100,18,3053,2022/6/10
100,167,540,2022/1/14
100,30,185,2021/12/7
100,163,1183,2023/10/15
100,104,3747,2020/11/26
100,184,2045,2022/4/26
100,146,114,2024/6/6
100,118,4362,2023/5/11
100,161,5181,2024/4/11
100,10,2466,2024/9/7
100,29,1881,2023/2/2
100,64,1593,2024/4/19
100,33,1319,2023/1/7
100,142,3396,2022/12/24
1,18,3047,2021/3/12
1,23,9987,2022/9/1
1,24,96,2023/11/21
1,50,987,2021/12/25
1,54,2664,2022/11/13
1,60,2566,2023/4/26
1,100,4510,2023/7/31
1,105,4039,2022/2/3
1,107,5234,2021/11/20
1,181,2352,2021/12/12
1,202,4239,2023/12/2
2,59,1628,2023/11/25
2,83,4933,2022/11/5
2,140,2143,2020/9/27
2,142,3397,2024/1/29
2,169,3592,2023/8/11
2,203,2903,2020/9/27
3,5,4269,2021/5/21
3,12,2411,2023/6/23
3,23,2379,2023/12/24
3,28,2578,2022/5/28
3,33,5923,2021/2/8
3,41,1891,2021/3/9
3,46,1974,2022/2/17
3,47,4581,2023/3/12
3,60,963,2023/4/10
3,65,2970,2021/5/11
3,97,3097,2021/7/31
3,137,855,2022/2/5
3,145,1013,2021/7/29
3,191,3087,2020/10/7
4,26,152,2022/3/26
4,31,215,2022/10/12
4,35,4675,2021/7/6
4,62,3888,2021/5/26
4,86,8934,2023/4/29
4,101,4013,2024/1/3
4,116,4850,2021/8/7
4,152,4710,2023/10/27
4,198,4535,2022/3/27
4,206,8119,2023/9/6
5,19,5169,2021/8/22
5,25,755,2020/8/31
5,34,2842,2021/12/9
5,122,2325,2022/5/7
5,159,2202,2022/2/17
5,167,2986,2023/2/6
6,8,3503,2020/6/3
6,26,159,2022/3/28
6,125,1330,2023/9/30
6,173,3460,2020/5/18
6,181,2353,2023/1/17
6,186,3631,2020/12/24
7,5,4564,2022/9/27
7,18,3356,2020/12/4
7,29,1865,2022/7/17
7,46,1963,2021/11/24
7,69,1363,2023/2/24
7,102,3196,2023/2/3
7,125,4839,2023/3/25
7,146,109,2023/1/13
7,177,3209,2023/3/10
8,16,7702,2022/7/8
8,40,4193,2022/8/7
8,59,3795,2021/10/26
8,69,5049,2021/11/18
8,83,3650,2023/1/3
8,101,5350,2023/1/8
8,105,4043,2023/7/29
8,111,2686,2022/9/28
8,134,2926,2021/8/21
8,163,1177,2020/11/6
8,166,4728,2021/6/29
8,188,2002,2021/11/19
8,198,4531,2023/1/7
9,11,2713,2022/1/24
9,22,469,2020/4/13
9,34,2840,2020/7/17
9,48,4853,2023/5/12
9,67,2833,2020/11/3
9,79,4098,2023/9/26
9,108,8262,2023/12/16
9,114,1580,2023/2/15
9,129,2997,2021/7/20
9,139,8976,2022/1/13
9,150,3354,2023/2/13
9,163,1185,2022/7/23
9,170,4409,2022/3/28
9,199,4251,2023/5/14
10,11,2721,2021/11/3
10,16,4973,2022/5/8
10,28,2557,2021/12/29
10,48,4853,2022/1/16
10,163,1183,2022/5/22
10,168,4209,2021/12/17
11,25,1330,2021/3/22
11,32,7829,2022/5/31
11,49,656,2023/12/10
11,54,4697,2023/8/21
11,67,2836,2024/1/24
11,74,1306,2022/1/7
11,75,2073,2023/8/18
11,106,1801,2022/1/5
11,146,124,2024/1/2
11,166,4729,2021/4/23
11,176,5062,2022/4/8
11,203,2285,2020/6/30
12,2,1265,2021/2/9
12,10,2505,2021/1/6
12,28,409,2023/1/19
12,57,5547,2020/6/6
12,82,550,2021/4/29
12,117,4991,2023/1/28
12,125,1347,2021/2/14
12,164,4001,2023/4/11
12,179,4812,2020/9/8
13,10,2481,2023/7/21
13,45,1097,2021/1/21
13,57,4664,2020/7/29
13,65,1770,2022/3/26
13,146,1142,2023/8/23
13,159,2196,2023/2/11
14,2,1277,2020/11/23
14,38,3750,2023/3/5
14,42,4121,2023/5/12
14,96,6278,2023/10/17
14,165,2957,2021/10/7
15,5,4264,2021/1/11
15,8,3495,2021/1/18
15,25,71,2020/10/31
15,31,222,2020/9/30
15,61,4163,2020/12/16
15,67,4623,2023/9/18
15,88,3964,2021/3/3
15,110,4879,2022/1/19
15,127,3294,2022/11/1
15,175,2815,2021/8/10
16,10,2501,2022/4/17
16,111,6770,2022/10/6
16,153,4153,2023/7/21
16,160,5368,2021/12/21
16,181,2358,2022/10/2
17,11,2729,2020/9/30
17,13,3687,2023/5/24
17,46,1966,2020/12/14
17,49,648,2021/6/19
17,68,4465,2023/2/8
17,103,1195,2021/8/3
17,117,4995,2023/9/4
17,118,4348,2021/12/25
17,124,9287,2021/6/6
17,126,3854,2022/4/22
17,205,3164,2022/7/26
18,4,1385,2020/10/23
18,16,1511,2022/5/12
18,29,3477,2020/8/24
18,38,1089,2020/9/13
18,50,996,2023/2/17
18,67,4625,2022/11/5
18,71,1366,2022/3/7
18,87,2077,2020/11/25
18,105,4038,2022/8/3
18,110,4868,2022/8/25
18,114,1524,2022/11/12
18,142,3391,2021/12/7
18,171,2029,2020/11/13
18,178,4919,2023/3/12
18,184,2045,2023/1/22
19,80,239,2023/4/20
19,88,3967,2020/7/7
19,99,4961,2020/8/26
19,115,3954,2021/12/10
19,119,912,2020/6/14
19,146,2876,2022/11/29
19,159,2192,2021/3/6
19,161,4337,2021/11/27
20,3,1238,2021/5/19
20,4,1395,2024/1/8
20,10,2468,2021/12/7
20,16,1511,2021/2/1
20,21,9274,2021/6/28
20,28,4905,2022/7/8
20,39,1352,2021/6/25
20,66,1688,2021/3/5
20,101,2716,2022/5/6
20,147,1606,2022/12/19
20,160,4334,2022/11/22
20,161,4519,2022/4/16
20,167,535,2023/6/23
20,197,3552,2021/9/15
21,10,2466,2021/9/22
21,20,3912,2020/7/6
21,59,1628,2024/1/7
21,65,5812,2021/12/15
21,68,4460,2022/6/15
21,78,4438,2022/8/22
21,81,305,2022/4/14
21,161,4337,2020/6/25
21,167,2803,2020/7/7
21,191,3088,2024/1/22
21,194,1766,2021/6/29
21,195,5190,2023/1/26
21,197,3551,2021/3/17
21,198,4533,2021/7/24
22,5,9261,2023/11/27
22,10,2497,2022/4/2
22,18,3052,2021/4/11
22,65,1784,2020/10/30
22,68,5105,2023/8/23
22,110,4867,2020/7/30
22,143,3226,2023/8/5
22,166,1869,2022/5/28
22,175,2804,2023/10/15
22,195,5194,2022/1/1
23,22,945,2022/10/31
23,24,6711,2023/9/11
23,26,160,2021/5/29
23,42,4116,2021/5/26
23,68,6902,2022/7/21
23,87,2166,2023/7/21
23,109,4414,2021/7/3
23,144,5007,2022/12/6
23,159,2193,2020/7/9
23,169,3612,2020/7/26
23,178,4913,2022/3/31
24,22,939,2023/12/12
24,23,1485,2023/5/19
24,46,1957,2021/5/4
24,58,3428,2021/8/21
24,73,2905,2022/5/5
24,87,1751,2022/9/30
24,101,4945,2023/5/16
24,126,3855,2021/3/4
24,146,113,2022/3/11
24,167,1050,2021/6/10
24,169,3599,2021/5/24
24,171,2032,2023/10/31
24,180,4803,2022/6/30
24,203,2286,2021/6/3
25,23,2372,2023/5/24
25,27,1820,2022/4/25
25,28,2580,2023/12/27
25,33,735,2022/2/22
25,76,2622,2022/4/11
25,87,1737,2023/1/9
25,108,6918,2022/3/29
25,118,4351,2021/5/1
25,137,860,2021/11/25
25,147,1606,2021/8/5
25,157,2614,2022/3/25
26,17,787,2020/7/19
26,28,382,2022/4/29
26,33,1320,2021/9/5
26,88,3961,2021/3/30
26,113,2214,2023/4/11
26,133,3175,2021/1/29
26,160,5368,2022/8/21
26,187,1713,2021/10/19
26,189,1004,2023/2/27
26,206,6982,2023/9/28
27,2,7340,2021/5/26
27,11,2719,2023/7/3
27,21,4927,2022/2/16
27,27,9706,2021/8/20
27,50,2651,2021/9/25
27,52,621,2021/8/6
27,54,4700,2020/7/28
27,59,3795,2023/10/29
27,69,2862,2022/11/21
27,83,690,2023/4/19
27,103,1197,2022/3/12
27,140,2140,2021/3/25
27,152,4707,2022/8/3
27,185,1442,2022/4/4
28,23,714,2023/3/7
28,25,761,2022/12/27
28,47,4567,2022/8/10
28,63,3266,2022/2/17
28,82,571,2023/1/21
28,101,4945,2021/3/12
28,104,3744,2022/11/4
28,111,8108,2022/7/27
28,113,9604,2021/9/29
28,125,1057,2023/12/3
28,126,3845,2023/10/30
28,127,3295,2023/12/26
28,147,3711,2020/5/23
28,151,4895,2022/6/5
29,13,3690,2020/8/28
29,23,2372,2023/11/18
29,27,2644,2023/4/23
29,42,1167,2021/9/30
29,63,3265,2023/10/20
29,68,4444,2022/1/21
29,86,3917,2021/6/17
29,124,3310,2020/7/7
29,128,2193,2021/12/29
29,179,4822,2022/12/7
30,22,477,2021/6/2
30,32,2983,2021/9/25
30,38,1857,2023/11/4
30,43,2761,2022/7/22
30,58,3432,2023/11/26
30,69,6783,2020/9/15
30,75,2063,2023/12/29
30,114,1050,2021/10/1
30,123,1526,2024/1/11
30,129,3006,2020/11/14
30,148,4746,2021/7/23
30,158,3511,2020/9/5
30,166,4741,2023/8/29
30,167,9796,2022/6/25
30,201,2391,2021/2/11
31,67,4636,2023/11/30
31,68,6902,2022/9/5
31,72,1666,2023/10/29
31,96,4317,2020/9/25
31,123,1529,2022/1/6
31,128,8321,2022/9/12
31,146,1154,2023/7/5
31,167,2985,2023/5/4
32,1,4516,2023/2/5
32,2,1268,2022/11/12
32,15,2775,2021/5/17
32,19,4092,2023/6/4
32,28,6500,2023/3/5
32,30,5438,2020/10/19
32,61,4157,2022/9/14
32,65,2967,2020/7/9
32,67,2460,2023/10/16
32,82,46,2021/12/4
32,116,5059,2022/12/10
32,142,3404,2022/2/4
32,172,1994,2022/3/7
33,22,467,2022/9/18
33,37,3561,2021/12/8
33,53,3249,2023/7/18
33,56,2513,2022/8/20
33,62,3886,2023/11/23
33,81,291,2022/8/2
33,145,1022,2022/3/20
33,184,9085,2022/6/30
34,23,1475,2022/5/16
34,66,1694,2022/1/13
34,67,5493,2021/8/31
34,114,1576,2023/4/26
34,161,2546,2023/9/19
34,189,2274,2020/8/11
34,205,3773,2021/5/10
35,6,4601,2023/10/21
35,22,940,2022/6/29
35,26,8636,2020/11/10
35,37,3561,2023/4/27
35,54,4704,2023/4/3
35,63,3266,2022/4/4
35,84,3224,2020/9/18
35,86,1536,2021/10/31
35,107,5231,2023/10/28
35,108,4379,2022/9/20
35,110,4885,2021/1/5
35,125,1337,2021/5/11
36,11,3535,2020/10/15
36,42,4138,2021/2/20
36,68,5101,2023/3/14
36,84,38,2020/5/2
36,99,4961,2020/5/15
36,126,3840,2020/9/9
36,157,633,2020/4/15
36,174,679,2022/6/2
37,5,4562,2022/10/23
37,14,1285,2023/8/12
37,29,591,2023/5/10
37,78,4434,2024/1/29
37,123,1529,2022/4/30
37,166,4728,2024/1/24
37,181,2351,2021/5/28
37,188,2018,2023/8/23
37,194,1769,2020/12/9
38,30,181,2022/8/10
38,84,4569,2022/5/22
38,108,4374,2023/8/25
38,115,3947,2022/1/16
38,146,3557,2021/2/14
38,149,3781,2023/12/16
38,182,5031,2023/12/1
39,2,7528,2022/5/11
39,11,3533,2020/5/12
39,25,756,2021/1/12
39,57,4649,2022/12/24
39,60,2562,2022/8/13
39,68,4455,2022/7/11
39,83,693,2022/4/5
39,87,2174,2022/12/21
39,100,4509,2022/11/6
39,107,5231,2022/12/16
39,109,4421,2021/6/29
39,159,2192,2021/2/6
39,160,4334,2021/10/23
39,169,3595,2023/7/27
39,190,3282,2023/7/18
40,18,3047,2022/8/21
40,19,3925,2023/4/5
40,22,944,2022/5/18
40,30,195,2023/6/29
40,31,81,2021/1/3
40,65,2971,2021/2/25
40,66,601,2021/8/19
40,71,1373,2023/11/22
40,75,2072,2022/6/22
40,82,19,2021/10/22
40,89,3439,2020/5/28
40,148,4761,2020/11/19
40,152,4713,2022/1/15
40,161,2541,2021/1/7
40,200,7487,2022/7/14
41,23,1480,2021/3/13
41,104,3752,2022/8/30
41,166,3750,2022/10/19
41,194,1752,2024/1/29
42,23,2369,2022/2/13
42,40,4184,2021/11/19
42,82,4708,2023/7/30
42,122,2322,2020/10/7
42,127,4296,2023/2/5
42,157,2669,2023/6/26
42,167,535,2021/9/25
42,170,4404,2021/2/22
42,204,5092,2022/11/13
42,206,2898,2022/7/27
43,23,709,2021/10/16
43,33,738,2023/3/8
43,49,659,2020/8/27
43,54,263,2023/12/12
43,69,2858,2020/9/24
43,73,2903,2020/11/6
43,109,4416,2022/1/5
43,149,3784,2020/10/17
43,161,2278,2023/5/28
44,13,3676,2021/3/14
44,16,818,2023/4/21
44,19,4092,2021/12/2
44,24,108,2022/7/7
44,28,395,2023/12/27
44,62,3880,2022/8/24
44,128,4826,2020/7/8
44,141,5221,2021/9/11
44,146,119,2024/1/27
44,161,5572,2021/7/5
44,187,8930,2022/5/14
44,204,5077,2022/11/11
45,18,3039,2022/2/8
45,19,3927,2022/10/28
45,25,70,2020/11/27
45,32,1120,2023/12/26
45,162,2597,2023/1/14
46,18,3665,2020/11/22
46,21,4940,2023/11/21
46,22,473,2023/11/16
46,37,3581,2020/7/7
46,58,9533,2021/2/9
46,75,2067,2023/3/22
46,119,916,2022/1/5
46,120,1494,2020/4/13
46,126,3847,2020/7/24
46,129,3001,2023/2/8
46,130,3826,2023/11/19
46,144,5018,2020/12/24
47,3,1252,2021/3/20
47,10,2489,2021/9/30
47,24,108,2022/8/6
47,28,379,2020/10/13
47,38,1854,2021/11/14
47,42,9529,2022/12/18
47,44,3486,2023/11/10
47,48,5548,2021/10/16
47,54,1076,2023/1/15
47,68,5110,2023/8/15
47,77,4198,2022/6/5
47,82,6660,2022/9/21
47,135,3024,2021/1/21
48,25,770,2021/4/8
48,53,319,2023/11/30
48,68,8204,2023/2/24
48,102,3202,2023/2/24
48,162,2597,2020/9/28
49,19,5151,2021/5/28
49,21,4928,2021/2/4
49,26,1525,2022/1/21
49,27,1814,2023/9/5
49,28,411,2023/9/19
49,43,2760,2022/11/18
49,82,9,2023/8/9
49,85,1651,2021/9/22
49,94,3389,2023/8/22
49,104,8608,2021/7/28
49,105,4058,2021/12/20
49,145,1011,2023/5/13
49,157,645,2023/2/5
49,164,3999,2023/7/25
49,166,3750,2020/4/20
50,3,1405,2023/2/17
50,14,1298,2024/2/6
50,33,742,2022/10/14
50,36,1212,2021/11/10
50,39,1355,2020/4/15
50,82,10,2022/7/10
50,107,5228,2021/8/4
50,111,2119,2022/4/22
50,128,4825,2020/10/24
50,146,118,2023/12/1
50,170,4406,2024/2/8
50,172,1986,2023/4/10
50,191,3079,2020/6/23
50,203,2291,2022/11/20
51,11,2925,2023/9/21
51,21,4934,2021/9/20
51,60,967,2022/6/24
51,80,229,2021/6/6
51,87,2178,2023/5/9
51,90,446,2022/12/23
51,114,1571,2021/1/28
51,120,1492,2020/7/21
51,154,2247,2020/11/7
51,171,2031,2021/4/3
52,28,416,2022/10/27
52,48,6870,2022/3/25
52,64,1583,2021/5/27
52,67,6843,2020/6/19
52,111,3637,2020/4/16
53,11,2711,2021/7/6
53,20,3901,2023/3/7
53,39,3003,2021/2/24
53,111,8108,2022/5/8
53,160,7860,2023/1/22
54,5,4556,2023/5/15
54,68,5115,2021/7/9
54,81,362,2023/1/27
54,115,3953,2021/12/7
54,139,2310,2023/2/15
54,174,680,2021/4/17
54,181,2350,2023/2/2
55,19,3119,2023/5/30
55,28,407,2022/5/4
55,66,1692,2023/10/3
55,68,2351,2022/2/22
55,73,2912,2021/10/22
55,83,694,2021/3/17
55,130,3827,2022/11/23
55,139,2312,2023/1/11
55,178,4917,2020/12/27
55,197,3546,2020/9/20
56,18,3370,2023/5/5
56,23,2382,2023/3/14
56,82,2203,2022/11/15
56,85,1656,2022/10/14
56,86,8934,2022/5/3
56,93,5142,2023/9/24
56,125,1344,2023/1/28
56,168,4210,2021/5/1
