GameID,AchievementID,Name,Description
103,1209,Explorer #15,Beat the secret boss.
36,1210,Survivor #1,Find all hidden items in the game.
36,1211,Completionist #2,Play the game for 100 hours.
36,1212,Speed Runner #3,Unlock all characters.
36,1213,Secret Finder #4,Complete a mission without taking damage.
36,1214,Survivor #5,Unlock all characters.
36,1215,Speed Runner #6,Win your first challenge.
36,1216,Speed Runner #7,Achieve top rank in a Simulation mode.
36,1217,Secret Finder #8,Unlock all characters.
36,1218,Survivor #9,Unlock all characters.
36,1219,Speed Runner #10,Collect all collectibles.
36,1220,First Victory #11,Win your first challenge.
36,1221,Completionist #12,Beat the secret boss.
36,1222,First Victory #13,Complete the main story of Cooking Mama.
36,1223,Legend Begins #14,Beat the secret boss.
36,1224,Simulation Champion #15,Win your first challenge.
36,1225,Simulation Champion #16,Unlock all characters.
36,1226,First Victory #17,Find all hidden items in the game.
36,1227,Simulation Champion #18,Collect all collectibles.
36,1228,Survivor #19,Achieve top rank in a Simulation mode.
36,1229,Simulation Champion #20,Achieve top rank in a Simulation mode.
36,1230,Unstoppable #21,Complete a mission without taking damage.
36,1231,Completionist #22,Find all hidden items in the game.
36,1232,Completionist #23,Achieve top rank in a Simulation mode.
36,1233,Simulation Champion #24,Play the game for 100 hours.
36,1234,Explorer #25,Unlock all characters.
3,1235,First Victory #1,Achieve top rank in a Action mode.
3,1236,First Victory #2,Finish the game on hard difficulty.
3,1237,Completionist #3,Collect all collectibles.
3,1238,Action Champion #4,Beat the secret boss.
3,1239,Completionist #5,Complete a mission without taking damage.
3,1240,Assassin's Creed II Master #6,Achieve top rank in a Action mode.
3,1241,Secret Finder #7,Unlock all characters.
3,1242,Assassin's Creed II Master #8,Find all hidden items in the game.
3,1243,Explorer #9,Complete a mission without taking damage.
3,1244,First Victory #10,Play the game for 100 hours.
3,1245,Unstoppable #11,Unlock all characters.
3,1246,First Victory #12,Complete the main story of Assassin's Creed II.
3,1247,Survivor #13,Complete the main story of Assassin's Creed II.
3,1248,Completionist #14,Achieve top rank in a Action mode.
3,1249,Speed Runner #15,Unlock all characters.
3,1250,Survivor #16,Collect all collectibles.
3,1251,Completionist #17,Achieve top rank in a Action mode.
3,1252,Legend Begins #18,Collect all collectibles.
3,1253,Explorer #19,Beat the secret boss.
3,1254,First Victory #20,Complete a mission without taking damage.
3,1255,First Victory #21,Complete the main story of Assassin's Creed II.
3,1256,Action Champion #22,Win your first challenge.
3,1257,Completionist #23,Achieve top rank in a Action mode.
3,1258,Unstoppable #24,Play the game for 100 hours.
3,1259,Action Champion #25,Finish the game on hard difficulty.
3,1260,Explorer #26,Achieve top rank in a Action mode.
3,1261,Assassin's Creed II Master #27,Win your first challenge.
2,1262,Explorer #1,Beat the secret boss.
2,1263,Secret Finder #2,Unlock all characters.
2,1264,Speed Runner #3,Play the game for 100 hours.
2,1265,Assassin's Creed Master #4,Complete a mission without taking damage.
2,1266,Assassin's Creed Master #5,Collect all collectibles.
2,1267,Action Champion #6,Finish the game on hard difficulty.
2,1268,Secret Finder #7,Finish the game on hard difficulty.
2,1269,Unstoppable #8,Find all hidden items in the game.
2,1270,Completionist #9,Win your first challenge.
2,1271,Explorer #10,Beat the secret boss.
2,1272,Unstoppable #11,Collect all collectibles.
2,1273,Assassin's Creed Master #12,Beat the secret boss.
2,1274,Legend Begins #13,Win your first challenge.
2,1275,Explorer #14,Beat the secret boss.
2,1276,Action Champion #15,Complete the main story of Assassin's Creed.
2,1277,Survivor #16,Beat the secret boss.
2,1278,Completionist #17,Collect all collectibles.
2,1279,Explorer #18,Complete the main story of Assassin's Creed.
2,1280,First Victory #19,Beat the secret boss.
2,1281,Explorer #20,Find all hidden items in the game.
14,1282,Explorer #1,Finish the game on hard difficulty.
14,1283,Completionist #2,Beat the secret boss.
14,1284,Survivor #3,Achieve top rank in a Action mode.
14,1285,Explorer #4,Find all hidden items in the game.
14,1286,Explorer #5,Complete a mission without taking damage.
14,1287,Secret Finder #6,Unlock all characters.
14,1288,First Victory #7,Find all hidden items in the game.
14,1289,Batman: Arkham City Master #8,Complete the main story of Batman: Arkham City.
14,1290,Secret Finder #9,Win your first challenge.
14,1291,Batman: Arkham City Master #10,Beat the secret boss.
14,1292,Secret Finder #11,Unlock all characters.
14,1293,Action Champion #12,Win your first challenge.
14,1294,Unstoppable #13,Achieve top rank in a Action mode.
14,1295,Survivor #14,Collect all collectibles.
14,1296,Legend Begins #15,Beat the secret boss.
14,1297,Action Champion #16,Play the game for 100 hours.
14,1298,Unstoppable #17,Find all hidden items in the game.
14,1299,Action Champion #18,Play the game for 100 hours.
14,1300,Unstoppable #19,Complete the main story of Batman: Arkham City.
14,1301,First Victory #20,Collect all collectibles.
14,1302,First Victory #21,Play the game for 100 hours.
14,1303,Action Champion #22,Complete the main story of Batman: Arkham City.
14,1304,Unstoppable #23,Achieve top rank in a Action mode.
74,1305,Racing Champion #1,Beat the secret boss.
74,1306,Survivor #2,Finish the game on hard difficulty.
74,1307,First Victory #3,Complete a mission without taking damage.
74,1308,Completionist #4,Finish the game on hard difficulty.
74,1309,Unstoppable #5,Finish the game on hard difficulty.
74,1310,First Victory #6,Play the game for 100 hours.
74,1311,Secret Finder #7,Complete a mission without taking damage.
74,1312,Legend Begins #8,Collect all collectibles.
74,1313,Secret Finder #9,Complete a mission without taking damage.
74,1314,Racing Champion #10,Achieve top rank in a Racing mode.
74,1315,Survivor #11,Beat the secret boss.
33,1316,Speed Runner #1,Achieve top rank in a Shooter mode.
33,1317,Explorer #2,Find all hidden items in the game.
33,1318,Legend Begins #3,Win your first challenge.
33,1319,Explorer #4,Complete the main story of Call of Duty: World at War.
33,1320,Shooter Champion #5,Play the game for 100 hours.
33,1321,Completionist #6,Win your first challenge.
33,1322,Secret Finder #7,Complete the main story of Call of Duty: World at War.
33,1323,Call of Duty: World at War Master #8,Achieve top rank in a Shooter mode.
33,1324,Shooter Champion #9,Unlock all characters.
33,1325,Speed Runner #10,Complete the main story of Call of Duty: World at War.
125,1326,Legend Begins #1,Collect all collectibles.
125,1327,Secret Finder #2,Unlock all characters.
125,1328,First Victory #3,Collect all collectibles.
125,1329,Secret Finder #4,Finish the game on hard difficulty.
125,1330,Survivor #5,Unlock all characters.
125,1331,Survivor #6,Play the game for 100 hours.
125,1332,First Victory #7,Play the game for 100 hours.
125,1333,Speed Runner #8,Complete a mission without taking damage.
125,1334,Speed Runner #9,Win your first challenge.
125,1335,Misc Champion #10,Achieve top rank in a Misc mode.
125,1336,Unstoppable #11,Complete a mission without taking damage.
125,1337,Completionist #12,Finish the game on hard difficulty.
125,1338,Minecraft Master #13,Beat the secret boss.
125,1339,Completionist #14,Unlock all characters.
125,1340,Explorer #15,Collect all collectibles.
125,1341,Legend Begins #16,Collect all collectibles.
125,1342,Speed Runner #17,Finish the game on hard difficulty.
125,1343,Misc Champion #18,Unlock all characters.
125,1344,Explorer #19,Achieve top rank in a Misc mode.
125,1345,Secret Finder #20,Unlock all characters.
125,1346,Survivor #21,Unlock all characters.
125,1347,Survivor #22,Finish the game on hard difficulty.
39,1348,Survivor #1,Achieve top rank in a Platform mode.
39,1349,Platform Champion #2,Finish the game on hard difficulty.
39,1350,Secret Finder #3,Achieve top rank in a Platform mode.
39,1351,Completionist #4,Collect all collectibles.
39,1352,Crash Bandicoot: The Wrath of Cortex Master #5,Achieve top rank in a Platform mode.
39,1353,Survivor #6,Finish the game on hard difficulty.
39,1354,Secret Finder #7,Complete a mission without taking damage.
39,1355,Unstoppable #8,Beat the secret boss.
39,1356,Crash Bandicoot: The Wrath of Cortex Master #9,Complete the main story of Crash Bandicoot: The Wrath of Cortex.
39,1357,First Victory #10,Win your first challenge.
71,1358,First Victory #1,Unlock all characters.
71,1359,Explorer #2,Unlock all characters.
71,1360,Legend Begins #3,Complete a mission without taking damage.
71,1361,Secret Finder #4,Beat the secret boss.
71,1362,Role-Playing Champion #5,Finish the game on hard difficulty.
71,1363,Explorer #6,Collect all collectibles.
71,1364,Secret Finder #7,Achieve top rank in a Role-Playing mode.
71,1365,Explorer #8,Beat the secret boss.
71,1366,Survivor #9,Achieve top rank in a Role-Playing mode.
71,1367,Legend Begins #10,Complete the main story of Final Fantasy XIII.
71,1368,Secret Finder #11,Find all hidden items in the game.
71,1369,Survivor #12,Achieve top rank in a Role-Playing mode.
71,1370,Unstoppable #13,Find all hidden items in the game.
71,1371,Role-Playing Champion #14,Win your first challenge.
71,1372,Unstoppable #15,Find all hidden items in the game.
71,1373,Speed Runner #16,Beat the secret boss.
4,1374,Assassin's Creed III Master #1,Beat the secret boss.
4,1375,First Victory #2,Collect all collectibles.
4,1376,Action-Adventure Champion #3,Complete a mission without taking damage.
4,1377,Survivor #4,Unlock all characters.
4,1378,Unstoppable #5,Complete the main story of Assassin's Creed III.
4,1379,Explorer #6,Collect all collectibles.
4,1380,Explorer #7,Win your first challenge.
4,1381,Completionist #8,Complete a mission without taking damage.
4,1382,Secret Finder #9,Achieve top rank in a Action-Adventure mode.
4,1383,Explorer #10,Find all hidden items in the game.
4,1384,Action-Adventure Champion #11,Win your first challenge.
4,1385,Secret Finder #12,Find all hidden items in the game.
4,1386,Assassin's Creed III Master #13,Complete a mission without taking damage.
4,1387,Legend Begins #14,Complete the main story of Assassin's Creed III.
4,1388,Action-Adventure Champion #15,Beat the secret boss.
4,1389,Survivor #16,Unlock all characters.
4,1390,Assassin's Creed III Master #17,Complete the main story of Assassin's Creed III.
4,1391,Action-Adventure Champion #18,Unlock all characters.
4,1392,Legend Begins #19,Play the game for 100 hours.
4,1393,Speed Runner #20,Complete a mission without taking damage.
4,1394,First Victory #21,Win your first challenge.
4,1395,Legend Begins #22,Beat the secret boss.
4,1396,Assassin's Creed III Master #23,Unlock all characters.
4,1397,Completionist #24,Complete a mission without taking damage.
4,1398,Completionist #25,Beat the secret boss.
4,1399,Secret Finder #26,Unlock all characters.
3,1400,Legend Begins #1,Complete a mission without taking damage.
3,1401,Assassin's Creed II Master #2,Complete the main story of Assassin's Creed II.
3,1402,Unstoppable #3,Unlock all characters.
3,1403,Speed Runner #4,Play the game for 100 hours.
3,1404,Completionist #5,Win your first challenge.
3,1405,Completionist #6,Finish the game on hard difficulty.
3,1406,Explorer #7,Win your first challenge.
3,1407,Action Champion #8,Collect all collectibles.
3,1408,Survivor #9,Play the game for 100 hours.
3,1409,Survivor #10,Play the game for 100 hours.
3,1410,Explorer #11,Achieve top rank in a Action mode.
3,1411,Unstoppable #12,Win your first challenge.
3,1412,First Victory #13,Win your first challenge.
3,1413,Secret Finder #14,Play the game for 100 hours.
3,1414,Explorer #15,Play the game for 100 hours.
3,1415,Assassin's Creed II Master #16,Find all hidden items in the game.
3,1416,Legend Begins #17,Win your first challenge.
3,1417,Survivor #18,Play the game for 100 hours.
3,1418,Action Champion #19,Win your first challenge.
3,1419,Survivor #20,Collect all collectibles.
3,1420,Secret Finder #21,Complete a mission without taking damage.
3,1421,Survivor #22,Beat the secret boss.
3,1422,Speed Runner #23,Unlock all characters.
185,1423,Completionist #1,Play the game for 100 hours.
185,1424,Completionist #2,Win your first challenge.
185,1425,Legend Begins #3,Complete the main story of Tomb Raider II.
185,1426,Survivor #4,Complete a mission without taking damage.
185,1427,First Victory #5,Find all hidden items in the game.
185,1428,Unstoppable #6,Play the game for 100 hours.
185,1429,Secret Finder #7,Complete the main story of Tomb Raider II.
185,1430,Survivor #8,Play the game for 100 hours.
185,1431,Tomb Raider II Master #9,Beat the secret boss.
185,1432,Legend Begins #10,Find all hidden items in the game.
185,1433,Adventure Champion #11,Complete the main story of Tomb Raider II.
185,1434,Unstoppable #12,Unlock all characters.
185,1435,Tomb Raider II Master #13,Collect all collectibles.
185,1436,Secret Finder #14,Complete a mission without taking damage.
185,1437,Survivor #15,Complete a mission without taking damage.
185,1438,First Victory #16,Complete a mission without taking damage.
185,1439,Legend Begins #17,Play the game for 100 hours.
185,1440,Explorer #18,Collect all collectibles.
185,1441,Survivor #19,Complete a mission without taking damage.
185,1442,First Victory #20,Beat the secret boss.
185,1443,Legend Begins #21,Beat the secret boss.
185,1444,Legend Begins #22,Play the game for 100 hours.
185,1445,Completionist #23,Beat the secret boss.
185,1446,Legend Begins #24,Win your first challenge.
185,1447,Legend Begins #25,Collect all collectibles.
185,1448,Speed Runner #26,Unlock all characters.
185,1449,First Victory #27,Achieve top rank in a Adventure mode.
185,1450,Completionist #28,Finish the game on hard difficulty.
112,1451,Completionist #1,Complete a mission without taking damage.
112,1452,Unstoppable #2,Finish the game on hard difficulty.
112,1453,Unstoppable #3,Find all hidden items in the game.
112,1454,Explorer #4,Win your first challenge.
112,1455,Madden NFL 2004 Master #5,Complete the main story of Madden NFL 2004.
112,1456,Legend Begins #6,Play the game for 100 hours.
112,1457,Speed Runner #7,Achieve top rank in a Sports mode.
112,1458,Sports Champion #8,Beat the secret boss.
112,1459,Madden NFL 2004 Master #9,Unlock all characters.
112,1460,Secret Finder #10,Play the game for 100 hours.
112,1461,Explorer #11,Win your first challenge.
112,1462,Madden NFL 2004 Master #12,Unlock all characters.
112,1463,Madden NFL 2004 Master #13,Play the game for 100 hours.
112,1464,Survivor #14,Unlock all characters.
112,1465,Survivor #15,Finish the game on hard difficulty.
112,1466,Secret Finder #16,Collect all collectibles.
112,1467,Madden NFL 2004 Master #17,Finish the game on hard difficulty.
112,1468,Completionist #18,Collect all collectibles.
112,1469,Sports Champion #19,Finish the game on hard difficulty.
112,1470,Sports Champion #20,Collect all collectibles.
112,1471,Speed Runner #21,Complete the main story of Madden NFL 2004.
112,1472,Unstoppable #22,Play the game for 100 hours.
112,1473,Legend Begins #23,Find all hidden items in the game.
112,1474,Legend Begins #24,Achieve top rank in a Sports mode.
23,1475,Speed Runner #1,Collect all collectibles.
23,1476,Secret Finder #2,Achieve top rank in a Shooter mode.
23,1477,First Victory #3,Complete the main story of Call of Duty: Advanced Warfare.
23,1478,Completionist #4,Find all hidden items in the game.
23,1479,Speed Runner #5,Collect all collectibles.
23,1480,First Victory #6,Complete the main story of Call of Duty: Advanced Warfare.
23,1481,First Victory #7,Play the game for 100 hours.
23,1482,Call of Duty: Advanced Warfare Master #8,Beat the secret boss.
23,1483,Explorer #9,Finish the game on hard difficulty.
23,1484,Shooter Champion #10,Achieve top rank in a Shooter mode.
23,1485,Legend Begins #11,Collect all collectibles.
23,1486,Completionist #12,Play the game for 100 hours.
120,1487,Medal of Honor: Rising Sun Master #1,Find all hidden items in the game.
120,1488,Speed Runner #2,Finish the game on hard difficulty.
120,1489,Medal of Honor: Rising Sun Master #3,Find all hidden items in the game.
120,1490,First Victory #4,Win your first challenge.
120,1491,Unstoppable #5,Play the game for 100 hours.
120,1492,Medal of Honor: Rising Sun Master #6,Finish the game on hard difficulty.
120,1493,Secret Finder #7,Find all hidden items in the game.
120,1494,Secret Finder #8,Win your first challenge.
120,1495,Explorer #9,Beat the secret boss.
120,1496,Shooter Champion #10,Unlock all characters.
120,1497,Secret Finder #11,Achieve top rank in a Shooter mode.
120,1498,Survivor #12,Win your first challenge.
120,1499,First Victory #13,Collect all collectibles.
120,1500,Secret Finder #14,Win your first challenge.
120,1501,Speed Runner #15,Collect all collectibles.
120,1502,Shooter Champion #16,Win your first challenge.
16,1503,Speed Runner #1,Complete a mission without taking damage.
16,1504,Battlefield 1 Master #2,Win your first challenge.
16,1505,Completionist #3,Unlock all characters.
16,1506,Survivor #4,Beat the secret boss.
16,1507,Secret Finder #5,Complete the main story of Battlefield 1.
16,1508,Explorer #6,Play the game for 100 hours.
16,1509,Legend Begins #7,Complete a mission without taking damage.
16,1510,Survivor #8,Find all hidden items in the game.
16,1511,Explorer #9,Play the game for 100 hours.
16,1512,Unstoppable #10,Achieve top rank in a Shooter mode.
16,1513,Explorer #11,Unlock all characters.
16,1514,Secret Finder #12,Win your first challenge.
16,1515,Secret Finder #13,Finish the game on hard difficulty.
16,1516,Unstoppable #14,Complete the main story of Battlefield 1.
16,1517,Completionist #15,Play the game for 100 hours.
16,1518,Battlefield 1 Master #16,Collect all collectibles.
16,1519,Shooter Champion #17,Find all hidden items in the game.
16,1520,First Victory #18,Complete the main story of Battlefield 1.
123,1521,Completionist #1,Play the game for 100 hours.
123,1522,Survivor #2,Finish the game on hard difficulty.
123,1523,First Victory #3,Win your first challenge.
123,1524,Survivor #4,Finish the game on hard difficulty.
123,1525,First Victory #5,Find all hidden items in the game.
123,1526,First Victory #6,Complete the main story of Microsoft Flight Simulator.
123,1527,Unstoppable #7,Beat the secret boss.
123,1528,Secret Finder #8,Complete the main story of Microsoft Flight Simulator.
123,1529,Secret Finder #9,Find all hidden items in the game.
123,1530,Secret Finder #10,Unlock all characters.
123,1531,Explorer #11,Beat the secret boss.
86,1532,Guitar Hero II Master #1,Play the game for 100 hours.
86,1533,Unstoppable #2,Beat the secret boss.
86,1534,Legend Begins #3,Win your first challenge.
86,1535,Completionist #4,Collect all collectibles.
86,1536,Survivor #5,Collect all collectibles.
86,1537,Legend Begins #6,Win your first challenge.
86,1538,Survivor #7,Complete the main story of Guitar Hero II.
86,1539,Survivor #8,Find all hidden items in the game.
86,1540,First Victory #9,Achieve top rank in a Misc mode.
86,1541,Explorer #10,Finish the game on hard difficulty.
86,1542,Secret Finder #11,Collect all collectibles.
86,1543,Legend Begins #12,Unlock all characters.
86,1544,First Victory #13,Beat the secret boss.
86,1545,Guitar Hero II Master #14,Collect all collectibles.
86,1546,Completionist #15,Find all hidden items in the game.
86,1547,Guitar Hero II Master #16,Achieve top rank in a Misc mode.
86,1548,Misc Champion #17,Play the game for 100 hours.
86,1549,Unstoppable #18,Complete a mission without taking damage.
86,1550,Speed Runner #19,Unlock all characters.
86,1551,First Victory #20,Complete the main story of Guitar Hero II.
49,1552,Secret Finder #1,Beat the secret boss.
49,1553,Unstoppable #2,Play the game for 100 hours.
49,1554,Survivor #3,Win your first challenge.
49,1555,Unstoppable #4,Collect all collectibles.
49,1556,Survivor #5,Achieve top rank in a Sports mode.
49,1557,Explorer #6,Collect all collectibles.
49,1558,Survivor #7,Beat the secret boss.
49,1559,Explorer #8,Play the game for 100 hours.
49,1560,Legend Begins #9,Unlock all characters.
49,1561,Unstoppable #10,Achieve top rank in a Sports mode.
49,1562,Secret Finder #11,Complete a mission without taking damage.
49,1563,Speed Runner #12,Play the game for 100 hours.
49,1564,Speed Runner #13,Complete a mission without taking damage.
49,1565,Completionist #14,Play the game for 100 hours.
114,1566,Unstoppable #1,Play the game for 100 hours.
114,1567,Completionist #2,Unlock all characters.
114,1568,Sports Champion #3,Win your first challenge.
114,1569,Speed Runner #4,Finish the game on hard difficulty.
114,1570,Unstoppable #5,Achieve top rank in a Sports mode.
114,1571,Unstoppable #6,Complete a mission without taking damage.
114,1572,Legend Begins #7,Win your first challenge.
114,1573,Legend Begins #8,Play the game for 100 hours.
114,1574,Secret Finder #9,Find all hidden items in the game.
114,1575,Secret Finder #10,Play the game for 100 hours.
114,1576,Explorer #11,Collect all collectibles.
114,1577,Sports Champion #12,Achieve top rank in a Sports mode.
114,1578,First Victory #13,Collect all collectibles.
114,1579,Explorer #14,Finish the game on hard difficulty.
114,1580,Legend Begins #15,Complete a mission without taking damage.
114,1581,Completionist #16,Beat the secret boss.
64,1582,Survivor #1,Find all hidden items in the game.
64,1583,Speed Runner #2,Complete the main story of Fable III.
64,1584,First Victory #3,Collect all collectibles.
64,1585,Survivor #4,Unlock all characters.
64,1586,Fable III Master #5,Complete a mission without taking damage.
64,1587,First Victory #6,Find all hidden items in the game.
64,1588,Fable III Master #7,Finish the game on hard difficulty.
64,1589,Legend Begins #8,Complete the main story of Fable III.
64,1590,Secret Finder #9,Play the game for 100 hours.
64,1591,Unstoppable #10,Unlock all characters.
64,1592,Explorer #11,Find all hidden items in the game.
64,1593,Secret Finder #12,Play the game for 100 hours.
64,1594,Secret Finder #13,Unlock all characters.
64,1595,Secret Finder #14,Achieve top rank in a Role-Playing mode.
147,1596,Resident Evil 5 Master #1,Find all hidden items in the game.
147,1597,Unstoppable #2,Achieve top rank in a Action mode.
147,1598,Explorer #3,Win your first challenge.
147,1599,Completionist #4,Beat the secret boss.
147,1600,Survivor #5,Complete a mission without taking damage.
147,1601,Legend Begins #6,Beat the secret boss.
147,1602,Speed Runner #7,Collect all collectibles.
147,1603,Legend Begins #8,Complete a mission without taking damage.
147,1604,Explorer #9,Play the game for 100 hours.
147,1605,First Victory #10,Find all hidden items in the game.
147,1606,Speed Runner #11,Unlock all characters.
147,1607,Explorer #12,Find all hidden items in the game.
147,1608,Speed Runner #13,Finish the game on hard difficulty.
147,1609,Survivor #14,Complete the main story of Resident Evil 5.
147,1610,Legend Begins #15,Finish the game on hard difficulty.
147,1611,Secret Finder #16,Complete the main story of Resident Evil 5.
147,1612,Speed Runner #17,Collect all collectibles.
147,1613,Speed Runner #18,Complete the main story of Resident Evil 5.
147,1614,Resident Evil 5 Master #19,Complete a mission without taking damage.
147,1615,Resident Evil 5 Master #20,Beat the secret boss.
147,1616,Speed Runner #21,Complete the main story of Resident Evil 5.
147,1617,First Victory #22,Complete the main story of Resident Evil 5.
147,1618,Secret Finder #23,Complete the main story of Resident Evil 5.
147,1619,Resident Evil 5 Master #24,Beat the secret boss.
59,1620,Survivor #1,Complete a mission without taking damage.
59,1621,Sports Champion #2,Collect all collectibles.
59,1622,Secret Finder #3,Unlock all characters.
59,1623,Legend Begins #4,Play the game for 100 hours.
59,1624,Unstoppable #5,Collect all collectibles.
59,1625,Unstoppable #6,Beat the secret boss.
59,1626,Unstoppable #7,Find all hidden items in the game.
59,1627,Unstoppable #8,Collect all collectibles.
59,1628,Speed Runner #9,Play the game for 100 hours.
59,1629,Completionist #10,Unlock all characters.
59,1630,Speed Runner #11,Achieve top rank in a Sports mode.
59,1631,First Victory #12,Unlock all characters.
59,1632,Survivor #13,Win your first challenge.
59,1633,Legend Begins #14,Unlock all characters.
59,1634,Legend Begins #15,Collect all collectibles.
59,1635,Survivor #16,Complete a mission without taking damage.
59,1636,Explorer #17,Complete the main story of FIFA Soccer 11.
85,1637,Secret Finder #1,Collect all collectibles.
85,1638,Completionist #2,Collect all collectibles.
85,1639,Completionist #3,Beat the secret boss.
85,1640,Action Champion #4,Play the game for 100 hours.
85,1641,Speed Runner #5,Collect all collectibles.
85,1642,Speed Runner #6,Play the game for 100 hours.
85,1643,Action Champion #7,Beat the secret boss.
85,1644,First Victory #8,Beat the secret boss.
85,1645,Secret Finder #9,Win your first challenge.
85,1646,Survivor #10,Achieve top rank in a Action mode.
85,1647,Secret Finder #11,Unlock all characters.
85,1648,Explorer #12,Finish the game on hard difficulty.
85,1649,Grand Theft Auto: Vice City Stories Master #13,Collect all collectibles.
85,1650,Explorer #14,Win your first challenge.
85,1651,Completionist #15,Find all hidden items in the game.
85,1652,Action Champion #16,Play the game for 100 hours.
85,1653,Legend Begins #17,Complete a mission without taking damage.
85,1654,Explorer #18,Collect all collectibles.
85,1655,Unstoppable #19,Win your first challenge.
85,1656,Completionist #20,Find all hidden items in the game.
85,1657,Grand Theft Auto: Vice City Stories Master #21,Finish the game on hard difficulty.
85,1658,Survivor #22,Complete the main story of Grand Theft Auto: Vice City Stories.
85,1659,Unstoppable #23,Collect all collectibles.
72,1660,Secret Finder #1,Unlock all characters.
72,1661,Legend Begins #2,Win your first challenge.
72,1662,Final Fantasy XV Master #3,Beat the secret boss.
72,1663,Legend Begins #4,Find all hidden items in the game.
72,1664,Completionist #5,Beat the secret boss.
72,1665,Completionist #6,Complete a mission without taking damage.
72,1666,Explorer #7,Complete the main story of Final Fantasy XV.
72,1667,Unstoppable #8,Complete the main story of Final Fantasy XV.
72,1668,Unstoppable #9,Win your first challenge.
72,1669,Final Fantasy XV Master #10,Finish the game on hard difficulty.
72,1670,Legend Begins #11,Collect all collectibles.
72,1671,Secret Finder #12,Complete a mission without taking damage.
72,1672,Unstoppable #13,Find all hidden items in the game.
72,1673,Completionist #14,Collect all collectibles.
72,1674,Unstoppable #15,Find all hidden items in the game.
72,1675,Survivor #16,Collect all collectibles.
72,1676,Secret Finder #17,Beat the secret boss.
72,1677,Speed Runner #18,Achieve top rank in a Role-Playing mode.
72,1678,Completionist #19,Unlock all characters.
72,1679,First Victory #20,Beat the secret boss.
72,1680,Role-Playing Champion #21,Unlock all characters.
72,1681,Completionist #22,Play the game for 100 hours.
72,1682,Survivor #23,Find all hidden items in the game.
72,1683,Speed Runner #24,Play the game for 100 hours.
72,1684,Completionist #25,Collect all collectibles.
72,1685,Final Fantasy XV Master #26,Beat the secret boss.
72,1686,Explorer #27,Unlock all characters.
72,1687,Speed Runner #28,Unlock all characters.
66,1688,Speed Runner #1,Finish the game on hard difficulty.
66,1689,Role-Playing Champion #2,Play the game for 100 hours.
66,1690,First Victory #3,Win your first challenge.
66,1691,Unstoppable #4,Play the game for 100 hours.
66,1692,Unstoppable #5,Achieve top rank in a Role-Playing mode.
66,1693,Legend Begins #6,Beat the secret boss.
66,1694,First Victory #7,Win your first challenge.
66,1695,Survivor #8,Unlock all characters.
66,1696,Fallout 4 Master #9,Unlock all characters.
66,1697,Speed Runner #10,Win your first challenge.
66,1698,Legend Begins #11,Win your first challenge.
66,1699,Explorer #12,Achieve top rank in a Role-Playing mode.
66,1700,Speed Runner #13,Finish the game on hard difficulty.
66,1701,Speed Runner #14,Find all hidden items in the game.
66,1702,Survivor #15,Complete the main story of Fallout 4.
66,1703,First Victory #16,Unlock all characters.
66,1704,First Victory #17,Play the game for 100 hours.
66,1705,Completionist #18,Unlock all characters.
66,1706,Role-Playing Champion #19,Achieve top rank in a Role-Playing mode.
66,1707,Legend Begins #20,Collect all collectibles.
66,1708,First Victory #21,Find all hidden items in the game.
66,1709,Speed Runner #22,Achieve top rank in a Role-Playing mode.
66,1710,Legend Begins #23,Collect all collectibles.
187,1711,Completionist #1,Achieve top rank in a Sports mode.
187,1712,Speed Runner #2,Achieve top rank in a Sports mode.
187,1713,Secret Finder #3,Unlock all characters.
187,1714,Unstoppable #4,Play the game for 100 hours.
187,1715,Completionist #5,Achieve top rank in a Sports mode.
187,1716,Secret Finder #6,Collect all collectibles.
187,1717,Survivor #7,Achieve top rank in a Sports mode.
187,1718,Survivor #8,Find all hidden items in the game.
187,1719,Sports Champion #9,Win your first challenge.
187,1720,Tony Hawk's Pro Skater Master #10,Unlock all characters.
200,1721,Legend Begins #1,Collect all collectibles.
200,1722,Survivor #2,Complete the main story of Warzone 2100.
200,1723,Completionist #3,Complete the main story of Warzone 2100.
200,1724,Legend Begins #4,Unlock all characters.
200,1725,Completionist #5,Win your first challenge.
200,1726,Completionist #6,Beat the secret boss.
200,1727,Unstoppable #7,Unlock all characters.
200,1728,Secret Finder #8,Finish the game on hard difficulty.
200,1729,First Victory #9,Find all hidden items in the game.
200,1730,Speed Runner #10,Achieve top rank in a Strategy mode.
200,1731,Warzone 2100 Master #11,Complete a mission without taking damage.
200,1732,Completionist #12,Play the game for 100 hours.
200,1733,Secret Finder #13,Complete the main story of Warzone 2100.
87,1734,Completionist #1,Win your first challenge.
87,1735,Unstoppable #2,Complete a mission without taking damage.
87,1736,Guitar Hero III: Legends of Rock Master #3,Finish the game on hard difficulty.
87,1737,Misc Champion #4,Play the game for 100 hours.
87,1738,Speed Runner #5,Finish the game on hard difficulty.
87,1739,Guitar Hero III: Legends of Rock Master #6,Achieve top rank in a Misc mode.
87,1740,Explorer #7,Beat the secret boss.
87,1741,Guitar Hero III: Legends of Rock Master #8,Win your first challenge.
87,1742,First Victory #9,Beat the secret boss.
87,1743,Completionist #10,Win your first challenge.
87,1744,Survivor #11,Beat the secret boss.
87,1745,Survivor #12,Complete the main story of Guitar Hero III: Legends of Rock.
87,1746,Explorer #13,Win your first challenge.
